LD1, LD2,class
3.69939,-2.644523,1.0
3.222622,-2.227879,1.0
4.218465,-1.660707,1.0
4.539319,-2.154323,1.0
3.349585,-1.03715,1.0
4.535976,-2.183476,1.0
4.367802,-1.371334,1.0
4.91277,-1.766698,1.0
3.72896,-1.415512,1.0
4.097888,-1.878889,1.0
3.76834,-1.725389,1.0
3.434723,-0.95476,1.0
4.630775,-2.6043,1.0
3.041152,-1.657287,1.0
3.744619,-2.095771,1.0
3.63867,-2.262778,1.0
4.250046,-2.853997,1.0
3.181598,-2.970045,1.0
2.89636,-2.431807,1.0
3.261208,-2.346956,1.0
4.000229,-2.77665,1.0
3.754781,-2.603604,1.0
4.109976,-2.522104,1.0
3.891102,-2.699453,1.0
3.85961,-2.522816,1.0
3.603665,-2.462551,1.0
3.617264,-2.404264,1.0
2.763975,-3.130608,1.0
3.007064,-2.829907,1.0
3.696644,-2.293424,1.0
3.558949,-2.079398,1.0
3.409502,-2.163493,1.0
2.540301,-2.170296,1.0
3.568146,-2.570301,1.0
2.813558,-2.508604,1.0
3.093867,-2.689077,1.0
3.505549,-3.141214,1.0
3.811411,-2.657641,1.0
3.486019,-2.599385,1.0
3.471156,-1.761795,1.0
3.906192,-1.963856,1.0
2.456688,-2.659279,1.0
2.763123,-1.633362,1.0
2.837641,-2.7761,1.0
2.989755,-2.12774,1.0
3.01692,-2.104568,1.0
3.253569,-2.47833,1.0
3.818865,-2.112164,1.0
4.178004,-2.498127,1.0
3.185956,-2.287517,1.0
3.478825,-2.458991,1.0
3.668464,-2.296616,1.0
2.784036,-2.122677,1.0
3.190616,-3.368011,1.0
4.629982,-2.591607,1.0
3.503535,-3.272256,1.0
3.464172,-2.836175,1.0
4.307766,-2.242892,1.0
4.763728,-2.850523,1.0
3.811847,-2.62013,1.0
3.568861,-2.026947,1.0
4.364341,-1.928124,1.0
3.143327,-2.708541,1.0
3.183578,-2.09798,1.0
3.764066,-2.431647,1.0
3.573346,-2.175658,1.0
4.510846,-1.862868,1.0
3.720046,-2.216929,1.0
4.075099,-2.225755,1.0
2.420762,-1.876242,1.0
2.144733,-2.05142,1.0
2.190171,-2.129535,1.0
3.363799,-1.867514,1.0
3.458908,-1.873498,1.0
3.328995,-2.021821,1.0
4.32808,-1.973049,1.0
3.930335,-1.869622,1.0
2.911709,-1.841875,1.0
3.621447,-2.960594,1.0
3.153281,-2.916608,1.0
3.135021,-2.850134,1.0
3.643174,-2.832425,1.0
2.933518,-2.090514,1.0
2.981376,-2.85055,1.0
3.049856,-2.379565,1.0
4.17206,-2.586706,1.0
2.320727,-2.322202,1.0
2.216143,-2.86765,1.0
1.727928,-2.303805,1.0
2.370048,-1.886497,1.0
2.96467,-2.762824,1.0
2.442571,-2.198958,1.0
2.175183,-2.092457,1.0
2.982156,-2.62744,1.0
3.242832,-2.738777,1.0
2.297465,-1.852921,1.0
3.546903,-2.121367,1.0
3.719295,-1.802368,1.0
2.062214,-2.14021,1.0
3.258536,-2.434571,1.0
2.957691,-2.821622,1.0
3.131063,-2.292178,1.0
2.451781,-2.42192,1.0
2.709413,-2.260599,1.0
2.554142,-1.760525,1.0
1.939617,-2.691597,1.0
2.595213,-1.961416,1.0
3.07363,-3.034605,1.0
3.385354,-2.990232,1.0
2.479577,-3.111526,1.0
